2.6651 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144.0319 	DATA 	Keypress: right
144.0456 	EXP 	fixation: autoDraw = False
144.0456 	EXP 	grating: autoDraw = False
144.0458 	EXP 	window1: recordFrameIntervals = False
145.0480 	EXP 	fixation: autoDraw = True
146.0339 	EXP 	grating: autoDraw = True
146.0339 	EXP 	grating: tex = 'sin'
146.0504 	EXP 	fixation: autoDraw = False
146.3347 	EXP 	grating: autoDraw = False
146.3545 	EXP 	window1: recordFrameIntervals = False
146.3562 	DATA 	Keypress: left
146.3681 	EXP 	fixation: autoDraw = False
146.3681 	EXP 	grating: autoDraw = False
146.3683 	EXP 	window1: recordFrameIntervals = False
147.3709 	EXP 	fixation: autoDraw = True
148.3571 	EXP 	grating: autoDraw = True
148.3571 	EXP 	grating: tex = 'sin'
148.3734 	EXP 	fixation: autoDraw = False
148.6578 	EXP 	grating: autoDraw = False
148.8263 	EXP 	window1: recordFrameIntervals = False
148.8282 	DATA 	Keypress: left
148.8412 	EXP 	fixation: autoDraw = False
148.8412 	EXP 	grating: autoDraw = False
148.8414 	EXP 	window1: recordFrameIntervals = False
149.8441 	EXP 	fixation: autoDraw = True
150.8304 	EXP 	grating: autoDraw = True
150.8304 	EXP 	grating: tex = 'sin'
150.8470 	EXP 	fixation: autoDraw = False
151.1181 	EXP 	window1: recordFrameIntervals = False
151.1203 	DATA 	Keypress: right
151.1307 	EXP 	grating: autoDraw = False
151.1307 	EXP 	fixation: autoDraw = False
151.1307 	EXP 	grating: autoDraw = False
151.1309 	EXP 	window1: recordFrameIntervals = False
152.1334 	EXP 	fixation: autoDraw = True
153.1198 	EXP 	grating: autoDraw = True
153.1198 	EXP 	grating: tex = 'sin'
153.1365 	EXP 	fixation: autoDraw = False
153.4206 	EXP 	grating: autoDraw = False
153.5721 	EXP 	window1: recordFrameIntervals = False
153.5736 	DATA 	Keypress: right
153.5872 	EXP 	fixation: autoDraw = False
153.5872 	EXP 	grating: autoDraw = False
153.5873 	EXP 	window1: recordFrameIntervals = False
154.5900 	EXP 	fixation: autoDraw = True
155.5764 	EXP 	grating: autoDraw = True
155.5764 	EXP 	grating: tex = 'sin'
155.5930 	EXP 	fixation: autoDraw = False
155.8771 	EXP 	grating: autoDraw = False
156.0151 	EXP 	window1: recordFrameIntervals = False
156.0171 	DATA 	Keypress: right
156.0273 	EXP 	fixation: autoDraw = False
156.0273 	EXP 	grating: autoDraw = False
156.0274 	EXP 	window1: recordFrameIntervals = False
157.0302 	EXP 	fixation: autoDraw = True
158.0162 	EXP 	grating: autoDraw = True
158.0162 	EXP 	grating: tex = 'sin'
158.0328 	EXP 	fixation: autoDraw = False
158.3169 	EXP 	grating: autoDraw = False
158.5025 	EXP 	window1: recordFrameIntervals = False
158.5044 	DATA 	Keypress: left
158.5169 	EXP 	fixation: autoDraw = False
158.5169 	EXP 	grating: autoDraw = False
158.5171 	EXP 	window1: recordFrameIntervals = False
159.5196 	EXP 	fixation: autoDraw = True
160.5056 	EXP 	grating: autoDraw = True
160.5056 	EXP 	grating: tex = 'sin'
160.5223 	EXP 	fixation: autoDraw = False
160.8069 	EXP 	grating: autoDraw = False
160.8424 	EXP 	window1: recordFrameIntervals = False
160.8447 	DATA 	Keypress: right
160.8567 	EXP 	fixation: autoDraw = False
160.8567 	EXP 	grating: autoDraw = False
160.8569 	EXP 	window1: recordFrameIntervals = False
161.8595 	EXP 	fixation: autoDraw = True
162.8452 	EXP 	grating: autoDraw = True
162.8452 	EXP 	grating: tex = 'sin'
162.8623 	EXP 	fixation: autoDraw = False
163.1469 	EXP 	grating: autoDraw = False
163.1983 	EXP 	window1: recordFrameIntervals = False
163.1999 	DATA 	Keypress: right
163.2132 	EXP 	fixation: autoDraw = False
163.2132 	EXP 	grating: autoDraw = False
163.2134 	EXP 	window1: recordFrameIntervals = False
164.2157 	EXP 	fixation: autoDraw = True
165.2020 	EXP 	grating: autoDraw = True
165.2020 	EXP 	grating: tex = 'sin'
165.2186 	EXP 	fixation: autoDraw = False
165.5031 	EXP 	grating: autoDraw = False
165.6045 	EXP 	window1: recordFrameIntervals = False
165.6063 	DATA 	Keypress: right
165.6198 	EXP 	fixation: autoDraw = False
165.6198 	EXP 	grating: autoDraw = False
165.6200 	EXP 	window1: recordFrameIntervals = False
166.6220 	EXP 	fixation: autoDraw = True
167.6080 	EXP 	grating: autoDraw = True
167.6080 	EXP 	grating: tex = 'sin'
167.6247 	EXP 	fixation: autoDraw = False
167.9087 	EXP 	grating: autoDraw = False
167.9602 	EXP 	window1: recordFrameIntervals = False
167.9617 	DATA 	Keypress: left
167.9755 	EXP 	fixation: autoDraw = False
167.9755 	EXP 	grating: autoDraw = False
167.9756 	EXP 	window1: recordFrameIntervals = False
168.9785 	EXP 	fixation: autoDraw = True
169.9647 	EXP 	grating: autoDraw = True
169.9647 	EXP 	grating: tex = 'sin'
169.9814 	EXP 	fixation: autoDraw = False
170.2654 	EXP 	grating: autoDraw = False
170.3858 	EXP 	window1: recordFrameIntervals = False
170.3880 	DATA 	Keypress: left
170.3987 	EXP 	fixation: autoDraw = False
170.3987 	EXP 	grating: autoDraw = False
170.3989 	EXP 	window1: recordFrameIntervals = False
171.4015 	EXP 	fixation: autoDraw = True
172.3879 	EXP 	grating: autoDraw = True
172.3879 	EXP 	grating: tex = 'sin'
172.4046 	EXP 	fixation: autoDraw = False
172.6888 	EXP 	grating: autoDraw = False
172.8934 	EXP 	window1: recordFrameIntervals = False
172.8957 	DATA 	Keypress: left
172.9054 	EXP 	fixation: autoDraw = False
172.9054 	EXP 	grating: autoDraw = False
172.9056 	EXP 	window1: recordFrameIntervals = False
173.9087 	EXP 	fixation: autoDraw = True
174.8945 	EXP 	grating: autoDraw = True
174.8945 	EXP 	grating: tex = 'sin'
174.9112 	EXP 	fixation: autoDraw = False
175.1951 	EXP 	grating: autoDraw = False
175.3471 	EXP 	window1: recordFrameIntervals = False
175.3489 	DATA 	Keypress: right
175.3622 	EXP 	fixation: autoDraw = False
175.3622 	EXP 	grating: autoDraw = False
175.3624 	EXP 	window1: recordFrameIntervals = False
176.3648 	EXP 	fixation: autoDraw = True
177.3507 	EXP 	grating: autoDraw = True
177.3507 	EXP 	grating: tex = 'sin'
177.3675 	EXP 	fixation: autoDraw = False
177.6518 	EXP 	grating: autoDraw = False
177.7553 	EXP 	window1: recordFrameIntervals = False
177.7577 	DATA 	Keypress: left
177.7687 	EXP 	fixation: autoDraw = False
177.7687 	EXP 	grating: autoDraw = False
177.7689 	EXP 	window1: recordFrameIntervals = False
178.7713 	EXP 	fixation: autoDraw = True
179.7573 	EXP 	grating: autoDraw = True
179.7573 	EXP 	grating: tex = 'sin'
179.7739 	EXP 	fixation: autoDraw = False
180.0585 	EXP 	grating: autoDraw = False
180.1598 	EXP 	window1: recordFrameIntervals = False
180.1614 	DATA 	Keypress: left
180.1749 	EXP 	fixation: autoDraw = False
180.1749 	EXP 	grating: autoDraw = False
180.1751 	EXP 	window1: recordFrameIntervals = False
181.1778 	EXP 	fixation: autoDraw = True
182.1637 	EXP 	grating: autoDraw = True
182.1637 	EXP 	grating: tex = 'sin'
182.1804 	EXP 	fixation: autoDraw = False
182.4648 	EXP 	grating: autoDraw = False
182.6177 	EXP 	window1: recordFrameIntervals = False
182.6197 	DATA 	Keypress: left
182.6315 	EXP 	fixation: autoDraw = False
182.6315 	EXP 	grating: autoDraw = False
182.6316 	EXP 	window1: recordFrameIntervals = False
183.6346 	EXP 	fixation: autoDraw = True
184.6205 	EXP 	grating: autoDraw = True
184.6205 	EXP 	grating: tex = 'sin'
184.6371 	EXP 	fixation: autoDraw = False
184.9208 	EXP 	grating: autoDraw = False
184.9731 	EXP 	window1: recordFrameIntervals = False
184.9747 	DATA 	Keypress: right
184.9879 	EXP 	fixation: autoDraw = False
184.9879 	EXP 	grating: autoDraw = False
184.9880 	EXP 	window1: recordFrameIntervals = False
185.9909 	EXP 	fixation: autoDraw = True
186.9764 	EXP 	grating: autoDraw = True
186.9764 	EXP 	grating: tex = 'sin'
186.9931 	EXP 	fixation: autoDraw = False
187.2771 	EXP 	grating: autoDraw = False
187.4325 	EXP 	window1: recordFrameIntervals = False
187.4349 	DATA 	Keypress: right
187.4445 	EXP 	fixation: autoDraw = False
187.4445 	EXP 	grating: autoDraw = False
187.4446 	EXP 	window1: recordFrameIntervals = False
188.4471 	EXP 	fixation: autoDraw = True
189.4328 	EXP 	grating: autoDraw = True
189.4328 	EXP 	grating: tex = 'sin'
189.4496 	EXP 	fixation: autoDraw = False
189.7341 	EXP 	grating: autoDraw = False
189.8203 	EXP 	window1: recordFrameIntervals = False
189.8224 	DATA 	Keypress: right
189.8341 	EXP 	fixation: autoDraw = False
189.8341 	EXP 	grating: autoDraw = False
189.8342 	EXP 	window1: recordFrameIntervals = False
190.8370 	EXP 	fixation: autoDraw = True
191.8230 	EXP 	grating: autoDraw = True
191.8230 	EXP 	grating: tex = 'sin'
191.8397 	EXP 	fixation: autoDraw = False
192.1239 	EXP 	grating: autoDraw = False
192.2279 	EXP 	window1: recordFrameIntervals = False
192.2303 	DATA 	Keypress: left
192.2403 	EXP 	fixation: autoDraw = False
192.2403 	EXP 	grating: autoDraw = False
192.2405 	EXP 	window1: recordFrameIntervals = False
193.2435 	EXP 	fixation: autoDraw = True
194.2295 	EXP 	grating: autoDraw = True
194.2295 	EXP 	grating: tex = 'sin'
194.2462 	EXP 	fixation: autoDraw = False
194.5303 	EXP 	grating: autoDraw = False
194.6152 	EXP 	window1: recordFrameIntervals = False
194.6168 	DATA 	Keypress: left
194.6302 	EXP 	fixation: autoDraw = False
194.6302 	EXP 	grating: autoDraw = False
194.6303 	EXP 	window1: recordFrameIntervals = False
195.6332 	EXP 	fixation: autoDraw = True
196.6191 	EXP 	grating: autoDraw = True
196.6191 	EXP 	grating: tex = 'sin'
196.6358 	EXP 	fixation: autoDraw = False
196.9201 	EXP 	grating: autoDraw = False
196.9414 	EXP 	window1: recordFrameIntervals = False
196.9443 	DATA 	Keypress: right
196.9529 	EXP 	fixation: autoDraw = False
196.9529 	EXP 	grating: autoDraw = False
196.9530 	EXP 	window1: recordFrameIntervals = False
197.9558 	EXP 	fixation: autoDraw = True
198.9421 	EXP 	grating: autoDraw = True
198.9421 	EXP 	grating: tex = 'sin'
198.9589 	EXP 	fixation: autoDraw = False
199.2430 	EXP 	grating: autoDraw = False
199.3298 	EXP 	window1: recordFrameIntervals = False
199.3328 	DATA 	Keypress: left
199.3430 	EXP 	fixation: autoDraw = False
199.3430 	EXP 	grating: autoDraw = False
199.3432 	EXP 	window1: recordFrameIntervals = False
200.3456 	EXP 	fixation: autoDraw = True
201.3316 	EXP 	grating: autoDraw = True
201.3316 	EXP 	grating: tex = 'sin'
201.3482 	EXP 	fixation: autoDraw = False
201.6328 	EXP 	grating: autoDraw = False
201.8346 	EXP 	window1: recordFrameIntervals = False
201.8364 	DATA 	Keypress: left
201.8497 	EXP 	fixation: autoDraw = False
201.8497 	EXP 	grating: autoDraw = False
201.8499 	EXP 	window1: recordFrameIntervals = False
202.8523 	EXP 	fixation: autoDraw = True
203.8388 	EXP 	grating: autoDraw = True
203.8388 	EXP 	grating: tex = 'sin'
203.8553 	EXP 	fixation: autoDraw = False
204.1394 	EXP 	grating: autoDraw = False
204.3411 	EXP 	window1: recordFrameIntervals = False
204.3428 	DATA 	Keypress: left
204.3565 	EXP 	fixation: autoDraw = False
204.3565 	EXP 	grating: autoDraw = False
204.3567 	EXP 	window1: recordFrameIntervals = False
205.3588 	EXP 	fixation: autoDraw = True
206.3446 	EXP 	grating: autoDraw = True
206.3446 	EXP 	grating: tex = 'sin'
206.3618 	EXP 	fixation: autoDraw = False
206.6459 	EXP 	grating: autoDraw = False
206.6654 	EXP 	window1: recordFrameIntervals = False
206.6674 	DATA 	Keypress: right
206.6790 	EXP 	fixation: autoDraw = False
206.6790 	EXP 	grating: autoDraw = False
206.6792 	EXP 	window1: recordFrameIntervals = False
207.6821 	EXP 	fixation: autoDraw = True
208.6681 	EXP 	grating: autoDraw = True
208.6681 	EXP 	grating: tex = 'sin'
208.6848 	EXP 	fixation: autoDraw = False
208.9688 	EXP 	grating: autoDraw = False
209.0033 	EXP 	window1: recordFrameIntervals = False
209.0049 	DATA 	Keypress: left
209.0185 	EXP 	fixation: autoDraw = False
209.0185 	EXP 	grating: autoDraw = False
209.0187 	EXP 	window1: recordFrameIntervals = False
210.0212 	EXP 	fixation: autoDraw = True
211.0072 	EXP 	grating: autoDraw = True
211.0072 	EXP 	grating: tex = 'sin'
211.0240 	EXP 	fixation: autoDraw = False
211.3087 	EXP 	grating: autoDraw = False
211.3265 	EXP 	window1: recordFrameIntervals = False
211.3281 	DATA 	Keypress: right
211.3415 	EXP 	fixation: autoDraw = False
211.3415 	EXP 	grating: autoDraw = False
211.3417 	EXP 	window1: recordFrameIntervals = False
212.3443 	EXP 	fixation: autoDraw = True
213.3305 	EXP 	grating: autoDraw = True
213.3305 	EXP 	grating: tex = 'sin'
213.3469 	EXP 	fixation: autoDraw = False
213.6313 	EXP 	grating: autoDraw = False
213.6698 	EXP 	window1: recordFrameIntervals = False
213.6722 	DATA 	Keypress: left
213.6810 	EXP 	fixation: autoDraw = False
213.6810 	EXP 	grating: autoDraw = False
213.6812 	EXP 	window1: recordFrameIntervals = False
214.6837 	EXP 	fixation: autoDraw = True
215.6695 	EXP 	grating: autoDraw = True
215.6695 	EXP 	grating: tex = 'sin'
215.6869 	EXP 	fixation: autoDraw = False
215.9710 	EXP 	grating: autoDraw = False
216.0562 	EXP 	window1: recordFrameIntervals = False
216.0581 	DATA 	Keypress: right
216.0712 	EXP 	fixation: autoDraw = False
216.0712 	EXP 	grating: autoDraw = False
216.0715 	EXP 	window1: recordFrameIntervals = False
217.0734 	EXP 	fixation: autoDraw = True
218.0600 	EXP 	grating: autoDraw = True
218.0600 	EXP 	grating: tex = 'sin'
218.0769 	EXP 	fixation: autoDraw = False
218.3603 	EXP 	grating: autoDraw = False
218.4619 	EXP 	window1: recordFrameIntervals = False
218.4640 	DATA 	Keypress: left
218.4774 	EXP 	fixation: autoDraw = False
218.4774 	EXP 	grating: autoDraw = False
218.4776 	EXP 	window1: recordFrameIntervals = False
219.4798 	EXP 	fixation: autoDraw = True
220.4660 	EXP 	grating: autoDraw = True
220.4660 	EXP 	grating: tex = 'sin'
220.4822 	EXP 	fixation: autoDraw = False
220.7529 	EXP 	window1: recordFrameIntervals = False
220.7567 	DATA 	Keypress: right
220.7664 	EXP 	grating: autoDraw = False
220.7664 	EXP 	fixation: autoDraw = False
220.7664 	EXP 	grating: autoDraw = False
220.7666 	EXP 	window1: recordFrameIntervals = False
221.7693 	EXP 	fixation: autoDraw = True
222.7551 	EXP 	grating: autoDraw = True
222.7551 	EXP 	grating: tex = 'sin'
222.7718 	EXP 	fixation: autoDraw = False
223.0565 	EXP 	grating: autoDraw = False
223.2080 	EXP 	window1: recordFrameIntervals = False
223.2098 	DATA 	Keypress: right
223.2233 	EXP 	fixation: autoDraw = False
223.2233 	EXP 	grating: autoDraw = False
223.2235 	EXP 	window1: recordFrameIntervals = False
224.2259 	EXP 	fixation: autoDraw = True
225.2118 	EXP 	grating: autoDraw = True
225.2118 	EXP 	grating: tex = 'sin'
225.2286 	EXP 	fixation: autoDraw = False
225.5131 	EXP 	grating: autoDraw = False
225.6481 	EXP 	window1: recordFrameIntervals = False
225.6497 	DATA 	Keypress: left
225.6629 	EXP 	fixation: autoDraw = False
225.6629 	EXP 	grating: autoDraw = False
225.6630 	EXP 	window1: recordFrameIntervals = False
226.6661 	EXP 	fixation: autoDraw = True
227.6516 	EXP 	grating: autoDraw = True
227.6516 	EXP 	grating: tex = 'sin'
227.6685 	EXP 	fixation: autoDraw = False
227.9533 	EXP 	grating: autoDraw = False
228.1712 	EXP 	window1: recordFrameIntervals = False
228.1728 	DATA 	Keypress: left
228.1865 	EXP 	fixation: autoDraw = False
228.1865 	EXP 	grating: autoDraw = False
228.1866 	EXP 	window1: recordFrameIntervals = False
229.1892 	EXP 	fixation: autoDraw = True
230.1755 	EXP 	grating: autoDraw = True
230.1755 	EXP 	grating: tex = 'sin'
230.1922 	EXP 	fixation: autoDraw = False
230.4763 	EXP 	grating: autoDraw = False
230.6288 	EXP 	window1: recordFrameIntervals = False
230.6306 	DATA 	Keypress: left
230.6429 	EXP 	fixation: autoDraw = False
230.6429 	EXP 	grating: autoDraw = False
230.6431 	EXP 	window1: recordFrameIntervals = False
231.6457 	EXP 	fixation: autoDraw = True
232.6316 	EXP 	grating: autoDraw = True
232.6316 	EXP 	grating: tex = 'sin'
232.6484 	EXP 	fixation: autoDraw = False
232.9329 	EXP 	grating: autoDraw = False
232.9851 	EXP 	window1: recordFrameIntervals = False
232.9868 	DATA 	Keypress: right
232.9991 	EXP 	fixation: autoDraw = False
232.9991 	EXP 	grating: autoDraw = False
232.9992 	EXP 	window1: recordFrameIntervals = False
234.0021 	EXP 	fixation: autoDraw = True
234.9881 	EXP 	grating: autoDraw = True
234.9881 	EXP 	grating: tex = 'sin'
235.0047 	EXP 	fixation: autoDraw = False
235.2891 	EXP 	grating: autoDraw = False
235.3072 	EXP 	window1: recordFrameIntervals = False
235.3087 	DATA 	Keypress: left
235.3222 	EXP 	fixation: autoDraw = False
235.3222 	EXP 	grating: autoDraw = False
235.3223 	EXP 	window1: recordFrameIntervals = False
236.3252 	EXP 	fixation: autoDraw = True
237.3108 	EXP 	grating: autoDraw = True
237.3108 	EXP 	grating: tex = 'sin'
237.3280 	EXP 	fixation: autoDraw = False
237.6122 	EXP 	grating: autoDraw = False
237.6644 	EXP 	window1: recordFrameIntervals = False
237.6667 	DATA 	Keypress: right
237.6789 	EXP 	fixation: autoDraw = False
237.6789 	EXP 	grating: autoDraw = False
237.6791 	EXP 	window1: recordFrameIntervals = False
238.6810 	EXP 	fixation: autoDraw = True
239.6676 	EXP 	grating: autoDraw = True
239.6676 	EXP 	grating: tex = 'sin'
239.6843 	EXP 	fixation: autoDraw = False
239.9684 	EXP 	grating: autoDraw = False
240.0546 	EXP 	window1: recordFrameIntervals = False
240.0564 	DATA 	Keypress: left
240.0683 	EXP 	fixation: autoDraw = False
240.0683 	EXP 	grating: autoDraw = False
240.0685 	EXP 	window1: recordFrameIntervals = False
241.0710 	EXP 	fixation: autoDraw = True
242.0568 	EXP 	grating: autoDraw = True
242.0568 	EXP 	grating: tex = 'sin'
242.0736 	EXP 	fixation: autoDraw = False
242.3580 	EXP 	grating: autoDraw = False
242.4127 	EXP 	window1: recordFrameIntervals = False
242.4153 	DATA 	Keypress: right
242.4249 	EXP 	fixation: autoDraw = False
242.4249 	EXP 	grating: autoDraw = False
242.4250 	EXP 	window1: recordFrameIntervals = False
243.4271 	EXP 	fixation: autoDraw = True
244.4138 	EXP 	grating: autoDraw = True
244.4138 	EXP 	grating: tex = 'sin'
244.4303 	EXP 	fixation: autoDraw = False
244.7143 	EXP 	grating: autoDraw = False
244.9201 	EXP 	window1: recordFrameIntervals = False
244.9230 	DATA 	Keypress: right
244.9313 	EXP 	fixation: autoDraw = False
244.9313 	EXP 	grating: autoDraw = False
244.9315 	EXP 	window1: recordFrameIntervals = False
245.9338 	EXP 	fixation: autoDraw = True
246.9203 	EXP 	grating: autoDraw = True
246.9203 	EXP 	grating: tex = 'sin'
246.9366 	EXP 	fixation: autoDraw = False
247.2206 	EXP 	grating: autoDraw = False
247.2564 	EXP 	window1: recordFrameIntervals = False
247.2581 	DATA 	Keypress: left
247.2712 	EXP 	fixation: autoDraw = False
247.2712 	EXP 	grating: autoDraw = False
247.2713 	EXP 	window1: recordFrameIntervals = False
248.2736 	EXP 	fixation: autoDraw = True
249.2597 	EXP 	grating: autoDraw = True
249.2597 	EXP 	grating: tex = 'sin'
249.2765 	EXP 	fixation: autoDraw = False
249.5601 	EXP 	grating: autoDraw = False
249.7132 	EXP 	window1: recordFrameIntervals = False
249.7152 	DATA 	Keypress: left
249.7273 	EXP 	fixation: autoDraw = False
249.7273 	EXP 	grating: autoDraw = False
249.7275 	EXP 	window1: recordFrameIntervals = False
250.7300 	EXP 	fixation: autoDraw = True
251.7167 	EXP 	grating: autoDraw = True
251.7167 	EXP 	grating: tex = 'sin'
251.7332 	EXP 	fixation: autoDraw = False
252.0171 	EXP 	grating: autoDraw = False
252.1698 	EXP 	window1: recordFrameIntervals = False
252.1720 	DATA 	Keypress: left
252.1841 	EXP 	fixation: autoDraw = False
252.1841 	EXP 	grating: autoDraw = False
252.1842 	EXP 	window1: recordFrameIntervals = False
253.1870 	EXP 	fixation: autoDraw = True
254.1727 	EXP 	grating: autoDraw = True
254.1727 	EXP 	grating: tex = 'sin'
254.1893 	EXP 	fixation: autoDraw = False
254.4737 	EXP 	grating: autoDraw = False
254.5101 	EXP 	window1: recordFrameIntervals = False
254.5128 	DATA 	Keypress: right
254.5240 	EXP 	fixation: autoDraw = False
254.5240 	EXP 	grating: autoDraw = False
254.5242 	EXP 	window1: recordFrameIntervals = False
255.5262 	EXP 	fixation: autoDraw = True
256.5125 	EXP 	grating: autoDraw = True
256.5125 	EXP 	grating: tex = 'sin'
256.5289 	EXP 	fixation: autoDraw = False
256.8134 	EXP 	grating: autoDraw = False
256.8994 	DATA 	Keypress: right
256.9138 	EXP 	fixation: autoDraw = False
256.9138 	EXP 	grating: autoDraw = False
257.2174 	EXP 	window1: mouseVisible = True
